图片链接,,谣言内容,谣言来源,发布时间
https://pqnoss.kepuchina.cn/2023/05/18/11/694897/c1f4e2.jpg,783,配镜时度数低一些更好吗？,科学辟谣,2023/5/18
https://pqnoss.kepuchina.cn/2023/05/17/15/694897/666a4d.jpg,784,空心菜重金属超标，是“毒蔬菜”？,科学辟谣,2023/5/17
https://pqnoss.kepuchina.cn/2023/05/17/15/694897/344460.jpg,785,代糖食品吃不胖吗？,科学辟谣,2023/5/17
https://pqnoss.kepuchina.cn/2023/05/12/09/image/43cad6.jpg,786,味精是化工产品，有害且致癌？,科学辟谣,2023/5/12
https://pqnoss.kepuchina.cn/2023/05/12/09/image/625161.jpg,787,睡眠时间越长越好？,科学辟谣,2023/5/12
https://pqnoss.kepuchina.cn/2023/05/11/09/image/94161c.jpg,788,普通人要喝富氢水来抗氧化？,科学辟谣,2023/5/11
https://pqnoss.kepuchina.cn/2023/05/10/09/image/ad2a13.jpg,789,近视的人不会得老花眼？,科学辟谣,2023/5/10
https://pqnoss.kepuchina.cn/2023/05/09/09/image/0c5a5e.jpg,790,草莓农残率高，不安全不能吃？,科学辟谣,2023/5/9
https://pqnoss.kepuchina.cn/2023/05/06/11/image/acc199.jpg,791,平时睡觉少，周末补觉能补回来？,科学辟谣,2023/5/6
https://pqnoss.kepuchina.cn/2023/05/05/16/image/deb5ea.jpg,792,叶黄素能防治近视？你信过吗？,科学辟谣,2023/5/5
https://pqnoss.kepuchina.cn/2023/05/04/15/image/d794d6.jpg,793,骨头汤能补钙？真正补钙的是这些→,科学辟谣,2023/5/4
https://pqnoss.kepuchina.cn/2023/05/04/15/image/ad9b4d.jpg,794,富氧水可以为身体补充氧气？即没用又没必要,科学辟谣,2023/5/4
https://pqnoss.kepuchina.cn/2023/05/04/15/image/925c6f.jpg,795,高血压药不能停，需终身服药？这些情况是例外,科学辟谣,2023/5/4
https://pqnoss.kepuchina.cn/2023/05/04/15/image/55abe3.jpg,796,越戴眼镜，近视度数加深越快？,科学辟谣,2023/5/4
https://pqnoss.kepuchina.cn/2023/04/27/15/image/f20aff.jpg,797,啤酒含多菌灵致癌？,科学辟谣,2023/4/27
https://pqnoss.kepuchina.cn/2023/04/27/15/image/027999.jpg,798,空心菜是“痛风菜”？为空心菜正名！,科学辟谣,2023/4/27
https://pqnoss.kepuchina.cn/2023/04/25/15/image/0cb8bf.jpg,799,用生姜擦头皮会生发？有一部分人可能会越擦越秃！,科学辟谣,2023/4/25
https://pqnoss.kepuchina.cn/2023/04/25/15/image/bcb112.jpg,800,每天一定要睡八小时才最健康？,科学辟谣,2023/4/25
https://pqnoss.kepuchina.cn/2023/04/23/11/image/aab242.jpg,801,馒头冷冻3天不能吃，因为会滋生黄曲霉毒素？,科学辟谣,2023/4/23
https://pqnoss.kepuchina.cn/2023/04/23/11/image/be444e.jpg,802,白头发“扯一根长十根”？还能有这好事？,科学辟谣,2023/4/23
https://pqnoss.kepuchina.cn/2023/04/20/15/image/3b135c.jpg,803,高血压降压要越快越好？,科学辟谣,2023/4/20
https://pqnoss.kepuchina.cn/2023/04/20/15/image/ee649f.jpg,804,大蒜是抗癌之王？大蒜：在人类眼里我包治百病？,科学辟谣,2023/4/20
https://pqnoss.kepuchina.cn/2023/04/18/16/image/b28660.jpg,805,长期戴眼镜，眼睛会凸变成“金鱼眼”？眼镜表示很冤,科学辟谣,2023/4/18
https://pqnoss.kepuchina.cn/2023/04/18/15/image/a9b2d7.jpg,806,肺癌会传染？癌细胞如果这么强悍那还得了？,科学辟谣,2023/4/18
https://pqnoss.kepuchina.cn/2023/04/18/15/image/5b2c26.jpg,807,拍口腔牙片有辐射会致癌？牙听了都要笑掉了……,科学辟谣,2023/4/18
https://pqnoss.kepuchina.cn/2023/04/12/14/image/b3de77.jpg,808,腐乳有霉菌，吃了会致癌？,科学辟谣,2023/4/12
https://pqnoss.kepuchina.cn/2023/04/12/11/image/9bd526.jpg,809,闻臭袜子会引起肺部真菌感染？,科学辟谣,2023/4/12
https://pqnoss.kepuchina.cn/2023/04/11/16/image/553103.jpg,810,仙人掌能防电脑辐射？你的办公桌上有仙人掌吗？,科学辟谣,2023/4/11
https://pqnoss.kepuchina.cn/2023/04/07/15/image/8c8227.jpg,811,不粘锅涂层有毒还致癌？不粘锅：这个“锅”我不背！,科学辟谣,2023/4/7
https://pqnoss.kepuchina.cn/2023/04/06/12/image/cb2f48.jpg,812,吃紧急避孕药后喝茶会失去药效？还需要注意这些……,科学辟谣,2023/4/6
https://pqnoss.kepuchina.cn/2023/04/06/11/image/67ba02.jpg,813,孕妇多吃水果宝宝出生后皮肤好？,科学辟谣,2023/4/6
https://pqnoss.kepuchina.cn/2023/04/06/11/image/29cc30.jpg,814,无籽葡萄是用避孕药催出来的？避孕药对水果也起作用？,科学辟谣,2023/4/6
https://pqnoss.kepuchina.cn/2023/04/06/11/image/9a2bde.jpg,815,草莓畸形个大是因为用了膨大素？吃了会致癌？,科学辟谣,2023/4/6
https://pqnoss.kepuchina.cn/2023/04/06/10/image/3bf473.jpg,816,微波炉加热食物致癌，辐射伤身?,科学辟谣,2023/4/6
https://pqnoss.kepuchina.cn/2023/03/30/10/image/f140ae.jpg,817,隔夜水不健康？,科学辟谣,2023/3/30
https://pqnoss.kepuchina.cn/2023/03/30/10/image/3f30fc.jpg,818,喝苏打水能治疗高尿酸？,科学辟谣,2023/3/30
https://pqnoss.kepuchina.cn/2023/03/30/10/image/34f91e.jpg,819,喝硬水容易得结石？,科学辟谣,2023/3/30
https://pqnoss.kepuchina.cn/2023/03/30/10/image/a8c0f4.jpg,820,结核病人在症状消失后可以自行减药或停药？,科学辟谣,2023/3/30
https://pqnoss.kepuchina.cn/2023/03/29/16/image/c40470.jpg,821,婴幼儿接种了卡介苗就不会再患结核病？,科学辟谣,2023/3/29
https://pqnoss.kepuchina.cn/2023/03/29/16/image/62df4a.jpg,822,真的应该睡高一些的枕头吗？,科学辟谣,2023/3/29
https://pqnoss.kepuchina.cn/2023/03/29/16/image/a6faf4.jpg,824,数羊可以治失眠？,科学辟谣,2023/3/29
https://pqnoss.kepuchina.cn/2023/03/28/15/image/231069.jpg,825,吃素不会有脂肪肝？,科学辟谣,2023/3/28
https://pqnoss.kepuchina.cn/2023/03/28/15/image/46ecaa.jpg,826,乙肝会遗传，不能结婚、生小孩?,科学辟谣,2023/3/28
https://pqnoss.kepuchina.cn/2023/03/28/15/image/f0b5eb.jpg,827,吃肝可以补肝吗？,科学辟谣,2023/3/28
https://pqnoss.kepuchina.cn/2023/03/23/12/image/08e4cb.jpg,828,HPV疫苗越贵越好？,科学辟谣,2023/3/23
https://pqnoss.kepuchina.cn/2023/03/23/11/image/e0631b.jpg,829,接种了HPV疫苗后就不用再做宫颈癌筛查了？,科学辟谣,2023/3/23
https://pqnoss.kepuchina.cn/2023/03/23/11/image/6df426.jpg,830,有过性生活，不可以接种HPV疫苗？,科学辟谣,2023/3/23
https://pqnoss.kepuchina.cn/2023/03/22/16/image/197d0d.jpg,831,流感和普通感冒没啥区别？,科学辟谣,2023/3/22
https://pqnoss.kepuchina.cn/2023/03/22/15/image/e6f8ab.jpg,832,面粉筋道、白、好吃，是因为添加了各种食品添加剂？,科学辟谣,2023/3/22
https://pqnoss.kepuchina.cn/2023/03/22/13/image/30a9af.jpg,833,吃笋能刮油减肥？,科学辟谣,2023/3/22
https://pqnoss.kepuchina.cn/2023/03/22/13/image/db26ab.jpg,834,吃含香精的大米不影响健康？,科学辟谣,2023/3/22
https://pqnoss.kepuchina.cn/2023/03/15/15/image/447d89.jpg,835,吃药时一定要用热水送服？,科学辟谣,2023/3/15
https://pqnoss.kepuchina.cn/2023/03/15/15/image/6f3a84.jpg,836,经过烧开多次的水是不能喝的吗？,科学辟谣,2023/3/15
https://pqnoss.kepuchina.cn/2023/03/15/15/image/3a3537.jpg,837,鼓膜破了一定会耳聋，且无法救治了吗？,科学辟谣,2023/3/15
https://pqnoss.kepuchina.cn/2023/03/15/15/image/860def.jpg,838,耳朵大小与寿命有关？,科学辟谣,2023/3/15
https://pqnoss.kepuchina.cn/2023/03/14/11/image/439f6e.jpg,839,按耳朵真的能治百病吗？,科学辟谣,2023/3/14
https://pqnoss.kepuchina.cn/2023/03/14/11/image/0514fc.jpg,840,耳朵前面有小孔，是“富贵孔”？,科学辟谣,2023/3/14
https://pqnoss.kepuchina.cn/2023/03/14/11/image/f4efaa.jpg,841,耳内插葱治耳聋？,科学辟谣,2023/3/14
https://pqnoss.kepuchina.cn/2023/03/14/11/image/85f1ea.jpg,842,所有青光眼患者都可以治愈吗？,科学辟谣,2023/3/14
https://pqnoss.kepuchina.cn/2023/03/13/14/image/d91930.jpg,843,视力好就不会患有青光眼吗？,科学辟谣,2023/3/13
https://pqnoss.kepuchina.cn/2023/03/13/14/image/5110c0.jpg,844,肾病患者只能吃素吗？,科学辟谣,2023/3/13
https://pqnoss.kepuchina.cn/2023/03/13/14/image/9b3b12.jpg,845,肾病患者不能吃豆制品吗？,科学辟谣,2023/3/13
https://pqnoss.kepuchina.cn/2023/03/13/14/image/e35c80.jpg,846,少喝水可以减轻肾脏负担吗？,科学辟谣,2023/3/13
https://pqnoss.kepuchina.cn/2023/03/09/16/image/1999d2.jpg,847,市面售卖的新奇蔬果是转基因产品吗？,科学辟谣,2023/3/9
https://pqnoss.kepuchina.cn/2023/03/09/16/image/f66f97.jpg,848,白草莓有毒不能吃吗？,科学辟谣,2023/3/9
https://pqnoss.kepuchina.cn/2023/03/02/16/image/a77a32.jpg,849,早餐吃牛奶配鸡蛋就够了吗？,科学辟谣,2023/3/2
https://pqnoss.kepuchina.cn/2023/03/02/16/image/faf99c.jpg,850,早饭没空吃就不吃了，对身体没影响？,科学辟谣,2023/3/2
https://pqnoss.kepuchina.cn/2023/03/02/16/image/f5801f.jpg,851,早上不吃饭可以减肥？,科学辟谣,2023/3/2
https://pqnoss.kepuchina.cn/2023/03/02/14/image/150de1.jpg,852,奥密克戎变异株“双头犬”名称由来是因为长的像犬？,科学辟谣,2023/3/2
https://pqnoss.kepuchina.cn/2023/03/02/14/image/d8ef6b.jpg,853,双头犬变异株未来会成为影响全球的优势毒株？,科学辟谣,2023/3/2
https://pqnoss.kepuchina.cn/2023/03/02/11/image/46d823.jpg,854,爱碳酸饮料的人容易患骨质疏松？,科学辟谣,2023/3/2
https://pqnoss.kepuchina.cn/2023/03/02/11/image/310626.jpg,855,男性喝可乐会导致不能生育？,科学辟谣,2023/3/2
https://pqnoss.kepuchina.cn/2023/03/02/11/image/fc5d07.jpg,856,喝完碳酸饮料就要立刻刷牙吗？,科学辟谣,2023/3/2
https://pqnoss.kepuchina.cn/2023/02/28/17/image/652f53.jpg,857,恋爱只会让男性发胖，对女性没影响？,科学辟谣,2023/2/28
https://pqnoss.kepuchina.cn/2023/02/28/17/image/007029.jpg,858,“恋爱脑”只会出现在个别人群中吗？,科学辟谣,2023/2/28
https://pqnoss.kepuchina.cn/2023/02/23/16/image/5a2d68.jpg,859,临床上使用麻醉剂异丙酚有成瘾性？,科学辟谣,2023/2/23
https://pqnoss.kepuchina.cn/2023/02/23/13/image/56a139.jpg,860,食用橘子上的白丝对身体有益?,科学辟谣,2023/2/23
https://pqnoss.kepuchina.cn/2023/02/23/13/image/70939f.jpg,861,沙糖桔和牛奶存在食物相克？,科学辟谣,2023/2/23
https://pqnoss.kepuchina.cn/2023/02/23/13/image/91fbdf.jpg,862,橘子皮泡水喝对身体有益？,科学辟谣,2023/2/23
https://pqnoss.kepuchina.cn/2023/02/23/11/image/4eb3fd.jpg,863,牙膏仅含有微量的水吗？,科学辟谣,2023/2/23
https://pqnoss.kepuchina.cn/2023/02/23/10/image/0e3727.jpg,864,牙膏蘸水后刷牙效果减弱？,科学辟谣,2023/2/23
https://pqnoss.kepuchina.cn/2023/02/22/15/image/bcc97d.jpg,865,麻醉剂异丙酚是“牛奶“做的？,科学辟谣,2023/2/22
https://pqnoss.kepuchina.cn/2023/02/22/14/image/1a4a5c.jpg,866,射手假说和农场主理论真实存在于物理界？,科学辟谣,2023/2/22
https://pqnoss.kepuchina.cn/2023/02/09/17/image/28a39b.jpg,867,流感是着凉引起的吗？,科学辟谣,2023/2/9
https://pqnoss.kepuchina.cn/2023/02/09/17/image/0e8637.jpg,868,只有接触麻疹患者皮肤发病处才会传染吗？,科学辟谣,2023/2/9
https://pqnoss.kepuchina.cn/2023/02/09/16/image/370066.jpg,869,风疹是风吹出来的？,科学辟谣,2023/2/9
https://pqnoss.kepuchina.cn/2023/02/09/13/image/73e630.jpg,870,汤圆煮后即食很方便，适合当做早餐和夜宵？,科学辟谣,2023/2/9
https://pqnoss.kepuchina.cn/2023/02/09/13/image/22872c.jpg,871,小孩吃汤圆需要格外注意吗？,科学辟谣,2023/2/9
https://pqnoss.kepuchina.cn/2023/02/09/13/image/4ece0b.jpg,872,汤圆和元宵真的不好消化，要少吃吗？,科学辟谣,2023/2/9
https://pqnoss.kepuchina.cn/2023/02/07/16/image/c17176.jpg,873,元宵和汤圆的区别只是不同地域的称呼有所不同吗？,科学辟谣,2023/2/7
https://pqnoss.kepuchina.cn/2023/02/07/15/image/fa737a.jpg,874,节后为“甩膘”进行超负荷运动，可取吗？,科学辟谣,2023/2/7
https://pqnoss.kepuchina.cn/2023/02/07/14/image/62caf9.jpg,875,中老年人不需锻炼肌肉力量吗？,科学辟谣,2023/2/7
https://pqnoss.kepuchina.cn/2023/02/06/17/image/5c9d03.jpg,876,水果上喷洒保鲜剂是商家不法行为吗？,科学辟谣,2023/2/6
https://pqnoss.kepuchina.cn/2023/02/06/17/image/c52fc1.jpg,877,可以用茶或咖啡类饮品解酒？,科学辟谣,2023/2/6
https://pqnoss.kepuchina.cn/2023/02/06/17/image/a770a4.jpg,878,喝酒脸红是在排毒？,科学辟谣,2023/2/6
https://pqnoss.kepuchina.cn/2023/02/06/16/image/e56e10.jpg,879,喷洒过保鲜剂的柑橘有害健康，不能吃？,科学辟谣,2023/2/6
https://pqnoss.kepuchina.cn/2023/03/22/09/image/08dbcb.jpg,880,兔子眼睛都是红色的？,科学辟谣,2023/1/31
https://pqnoss.kepuchina.cn/2023/01/31/13/image/72f73e.jpg,881,兔子真的爱吃胡萝卜吗？,科学辟谣,2023/1/31
https://pqnoss.kepuchina.cn/2023/01/29/15/image/510405.jpg,882,剩菜含有较高的亚硝酸盐，吃了容易致癌？,科学辟谣,2023/1/29
https://pqnoss.kepuchina.cn/2023/01/29/11/image/77066a.jpg,883,春节聚会难免喝酒，多喝几杯无碍？,科学辟谣,2023/1/29
https://pqnoss.kepuchina.cn/2023/01/29/11/image/e62897.jpg,884,过节期间为控体重，只吃菜不吃主食可以吗？,科学辟谣,2023/1/29
https://pqnoss.kepuchina.cn/2023/01/29/10/image/b01448.jpg,885,春节菜单尽是油、盐、糖，只考虑口味可取吗？,科学辟谣,2023/1/29
https://pqnoss.kepuchina.cn/2023/01/28/16/image/aa50ee.jpg,886,感染新冠病毒后症状减轻，便可以“出门”了吗？,科学辟谣,2023/1/28
https://pqnoss.kepuchina.cn/2023/01/28/15/image/36a5ea.jpg,887,新冠期间“未阳”人群会比“阳康”群体更脆弱吗？,科学辟谣,2023/1/28
https://pqnoss.kepuchina.cn/2023/01/19/17/image/e599d8.jpg,888,“阳康”了，新年家庭聚会就可以恢复往常了吗？,科学辟谣,2023/1/19
https://pqnoss.kepuchina.cn/2023/01/19/17/image/f5d9a3.jpg,889,“阳康”后回老家，会不会再次感染老家的新毒株？,科学辟谣,2023/1/19
https://pqnoss.kepuchina.cn/2023/01/19/13/image/2661f5.jpg,890,只有服用头孢类药物时才需避免饮酒？,科学辟谣,2023/1/19
https://pqnoss.kepuchina.cn/2023/01/19/13/image/2930b5.jpg,891,服用药物后对开车没有影响？,科学辟谣,2023/1/19
https://pqnoss.kepuchina.cn/2023/01/19/13/image/1185f5.jpg,892,为讨吉利，过年期间慢性病患者可以短暂停药？,科学辟谣,2023/1/19
https://pqnoss.kepuchina.cn/2023/01/18/14/image/b7d818.jpg,893,燃放烟花爆竹释放的物质，会不会产生什么危害？,科学辟谣,2023/1/18
https://pqnoss.kepuchina.cn/2023/01/18/14/image/042e9f.jpg,894,鞭炮里的硫磺，燃放喷射出来可以消毒？,科学辟谣,2023/1/18
https://pqnoss.kepuchina.cn/2023/01/10/16/image/ba2566.jpg,895,新生儿新冠病毒感染后发热，能吃退热药吗？,科学辟谣,2023/1/10
https://pqnoss.kepuchina.cn/2023/01/10/14/image/578196.jpg,896,哺乳期疑似或确诊新冠病毒感染不可以母乳喂养？,科学辟谣,2023/1/10
https://pqnoss.kepuchina.cn/2023/01/10/13/image/04fdd8.jpg,897,母亲新冠阳性，所生的新生儿也会为阳性？,科学辟谣,2023/1/10
https://pqnoss.kepuchina.cn/2023/01/09/17/image/f8f3c9.jpg,898,维生素C对提高免疫力有帮助，补充越多越好？,科学辟谣,2023/1/9
https://pqnoss.kepuchina.cn/2023/01/09/16/image/4c4e7f.jpg,899,水果维生素C含量大于蔬菜？,科学辟谣,2023/1/9
https://pqnoss.kepuchina.cn/2023/01/09/15/image/27f8f2.jpg,900,合成维生素C可替代天然维生素C？,科学辟谣,2023/1/9
https://pqnoss.kepuchina.cn/2023/01/09/14/image/c5c038.jpg,901,新冠疾病由细菌而非病毒引起？要用抗生素治疗？,科学辟谣,2023/1/9
https://pqnoss.kepuchina.cn/2023/01/09/11/image/350713.jpg,902,新冠病毒感染可能导致腹泻，需要常备蒙脱石散止泻？,科学辟谣,2023/1/9
https://pqnoss.kepuchina.cn/2023/01/09/13/image/7401af.jpg,903,腹泻是感染新冠病毒的主要症状吗？,科学辟谣,2023/1/9
https://pqnoss.kepuchina.cn/2022/12/20/15/image/766d5b.png,904,油越多，类胡萝卜素越好吸收？,科学辟谣,2022/12/20
https://pqnoss.kepuchina.cn/2022/12/20/15/image/231a7b.png,905,类胡萝卜素与脂类混合才能被吸收吗？,科学辟谣,2022/12/20
https://pqnoss.kepuchina.cn/2022/12/20/15/image/629aba.png,906,类胡萝卜素对健康有益？,科学辟谣,2022/12/20
https://pqnoss.kepuchina.cn/2022/12/15/13/image/96d626.png,907,优质蛋白质有利于伤口愈合？,科学辟谣,2022/12/15
https://pqnoss.kepuchina.cn/2022/12/15/13/image/c26462.png,908,受伤后不能吃“发物”？,科学辟谣,2022/12/15
https://pqnoss.kepuchina.cn/2022/12/14/17/image/755f3d.png,909,草莓是最“脏”的水果？,科学辟谣,2022/12/14
https://pqnoss.kepuchina.cn/2022/12/14/17/image/9b1b8d.png,910,草莓上的农药会影响健康？,科学辟谣,2022/12/14
https://pqnoss.kepuchina.cn/2022/12/07/15/image/d1d11f.png,911,保健品不能去除动脉斑块？,科学辟谣,2022/12/7
https://pqnoss.kepuchina.cn/2022/12/07/15/image/3c92be.png,912,“手指尖放血疗法”可以治疗急性心肌梗死？,科学辟谣,2022/12/7
https://pqnoss.kepuchina.cn/2022/12/07/15/image/c42c28.png,913,得了冠心病必须支架植入？,科学辟谣,2022/12/7
https://pqnoss.kepuchina.cn/2022/12/07/15/image/b5c46f.png,914,冠心病、心绞痛、心肌梗死是一种病？,科学辟谣,2022/12/7
https://pqnoss.kepuchina.cn/2022/12/05/16/image/a9f608.png,915,果汁可以替代水果？,科学辟谣,2022/12/5
https://pqnoss.kepuchina.cn/2022/12/05/16/image/0790f5.png,917,话梅不宜给孩子多吃？,科学辟谣,2022/12/5
https://pqnoss.kepuchina.cn/2022/12/05/15/image/6ba043.png,918,酸酸乳和牛奶一样营养？,科学辟谣,2022/12/5
https://pqnoss.kepuchina.cn/2022/12/01/11/image/0d94d2.png,919,吃桔子不如喝桔汁？,科学辟谣,2022/12/1
https://pqnoss.kepuchina.cn/2022/12/01/10/image/73038e.png,920,桔子分公母，母桔子更甜？,科学辟谣,2022/12/1
https://pqnoss.kepuchina.cn/2022/11/30/10/image/fca827.png,921,桔子里的白瓤多吃有益？,科学辟谣,2022/11/30
https://pqnoss.kepuchina.cn/2022/11/30/09/image/9943b9.png,922,桔子吃多了会“上火”？,科学辟谣,2022/11/30
https://pqnoss.kepuchina.cn/2022/11/29/15/image/c64485.png,923,桔子吃多会变成“小黄人”？,科学辟谣,2022/11/29
https://pqnoss.kepuchina.cn/2022/11/29/15/image/3a9b52.png,924,桔子有益健康要多吃？,科学辟谣,2022/11/29
https://pqnoss.kepuchina.cn/2022/11/24/10/image/2c0219.png,925,饭后刷牙更健康？,科学辟谣,2022/11/24
https://pqnoss.kepuchina.cn/2022/11/24/09/image/65b678.png,926,口腔菌群失调会影响身体健康？,科学辟谣,2022/11/24
https://pqnoss.kepuchina.cn/2022/11/23/17/image/27a126.png,927,司美格鲁肽是绝对安全的？,科学辟谣,2022/11/23
https://pqnoss.kepuchina.cn/2022/11/23/17/image/9b866b.png,928,司美格鲁肽“减肥”适合所有人？,科学辟谣,2022/11/23
https://pqnoss.kepuchina.cn/2022/11/23/17/image/d5fb16.png,929,“减肥神药”真的可以减肥？,科学辟谣,2022/11/23
https://pqnoss.kepuchina.cn/2022/11/07/11/image/fa8e53.png,930,长时间脱发需找医生治疗？,科学辟谣,2022/11/7
https://pqnoss.kepuchina.cn/2022/11/07/11/image/47054d.png,931,黑芝麻何首乌能让白发变黑？,科学辟谣,2022/11/7
https://pqnoss.kepuchina.cn/2022/11/07/11/image/cd0478.png,932,白发拔一根长十根？,科学辟谣,2022/11/7
https://pqnoss.kepuchina.cn/2022/11/07/10/image/fb43a9.png,933,人天生就会撒谎？,科学辟谣,2022/11/7
https://pqnoss.kepuchina.cn/2022/11/07/10/image/bb026a.png,934,辐照食品会损失食品中的营养物质？,科学辟谣,2022/11/7
https://pqnoss.kepuchina.cn/2022/11/07/10/image/d3405a.png,935,辐照食品不安全？,科学辟谣,2022/11/7
https://pqnoss.kepuchina.cn/2022/11/07/10/image/ff0a1f.png,936,辐照食品和放射性食品一样吗？,科学辟谣,2022/11/7
https://pqnoss.kepuchina.cn/2022/11/04/16/image/3734cc.png,937,加湿器的“副作用”无法避免？,科学辟谣,2022/11/4
https://pqnoss.kepuchina.cn/2022/11/04/15/image/7d033a.png,938,用加湿器会导致“加湿器肺炎”？,科学辟谣,2022/11/4
https://pqnoss.kepuchina.cn/2022/11/04/14/image/4b36f3.png,939,口服和涂抹胶原蛋白让人皮肤更好？,科学辟谣,2022/11/4
https://pqnoss.kepuchina.cn/2022/11/04/14/image/e474f2.png,941,增加新的活细胞能让胶原蛋白变多？,科学辟谣,2022/11/4
https://pqnoss.kepuchina.cn/2022/11/04/14/image/40baa1.png,942,蜡梅是”梅“的一种？,科学辟谣,2022/11/4
https://pqnoss.kepuchina.cn/2022/11/04/14/image/776107.png,943,是“蜡梅”不是“腊梅”？,科学辟谣,2022/11/4
https://pqnoss.kepuchina.cn/2022/11/01/14/image/c8e379.png,944,吃药无论饭前、饭后都需要隔一段时间？,科学辟谣,2022/11/1
https://pqnoss.kepuchina.cn/2022/11/01/13/image/bf0d66.png,945,空腹服药就是饭前直接吃？,科学辟谣,2022/11/1
https://pqnoss.kepuchina.cn/2022/11/01/13/image/5e0d7d.png,946,喝水可以补钙？,科学辟谣,2022/11/1
https://pqnoss.kepuchina.cn/2022/11/01/10/image/4b4507.png,947,不同部位的肉烹调方式不同？,科学辟谣,2022/11/1
https://pqnoss.kepuchina.cn/2022/11/01/10/image/113bac.png,948,后熟阶段的肉最好吃？,科学辟谣,2022/11/1
https://pqnoss.kepuchina.cn/2022/11/01/10/image/a24345.png,949,天冷穿单衣会影响健康？,科学辟谣,2022/11/1
https://pqnoss.kepuchina.cn/2022/11/01/10/image/d245c1.png,950,脂肪很智能，哪里冷去哪里？,科学辟谣,2022/11/1
https://pqnoss.kepuchina.cn/2022/11/01/10/image/d8d95a.png,951,低温会导致脂肪堆积？,科学辟谣,2022/11/1
https://pqnoss.kepuchina.cn/2022/10/31/11/image/c2552e.png,952,吃鱼就要吃海水鱼类？,科学辟谣,2022/10/31
https://pqnoss.kepuchina.cn/2022/10/31/11/image/4ea8ea.png,953,刚宰的鱼最好吃,科学辟谣,2022/10/31
https://pqnoss.kepuchina.cn/2022/10/31/11/image/21a730.png,954,比起猪牛羊肉，鱼肉更健康？,科学辟谣,2022/10/31
https://pqnoss.kepuchina.cn/2022/10/31/10/image/23119d.png,955,搪瓷和陶瓷是一种器具材料？,科学辟谣,2022/10/31
https://pqnoss.kepuchina.cn/2022/10/31/10/image/2caa71.png,956,吃新鲜的比用破壁机好？,科学辟谣,2022/10/31
https://pqnoss.kepuchina.cn/2022/10/31/10/image/37b581.png,957,食物破壁对营养吸收有帮助？,科学辟谣,2022/10/31
https://pqnoss.kepuchina.cn/2022/10/28/11/image/f9760e.png,958,榨汁机就是破壁机？,科学辟谣,2022/10/28
https://pqnoss.kepuchina.cn/2022/10/28/11/image/d48c50.png,959,“土法施肥”可以促进植物生长？,科学辟谣,2022/10/28
https://pqnoss.kepuchina.cn/2022/10/27/18/image/04b685.png,960,听书的信息接收效率不如看书高？,科学辟谣,2022/10/27
https://pqnoss.kepuchina.cn/2022/10/27/17/image/35f8c8.png,961,跟阅读相比 “听书”只是被动接受信息吗？,科学辟谣,2022/10/27
https://pqnoss.kepuchina.cn/2022/10/27/17/image/3b4174.png,962,阻生智齿应该尽早拔除？,科学辟谣,2022/10/27
https://pqnoss.kepuchina.cn/2022/10/27/17/image/d1645e.png,963,频繁运动才可以长寿？,科学辟谣,2022/10/27
https://pqnoss.kepuchina.cn/2022/10/27/16/image/852af5.png,964,运动的越多，身体越好？,科学辟谣,2022/10/27
https://pqnoss.kepuchina.cn/2022/10/27/16/image/223c59.jpg,965,颜色鲜亮的衣服有“毒”？,科学辟谣,2022/10/27
https://pqnoss.kepuchina.cn/2022/10/27/16/image/8e8c2f.png,966,纺织品的染料有毒？,科学辟谣,2022/10/27
https://pqnoss.kepuchina.cn/2022/10/27/16/image/fc9a6f.png,967,声音过大会造成听力损伤？,科学辟谣,2022/10/27
https://pqnoss.kepuchina.cn/2022/10/27/15/image/eecf4a.png,968,长时间戴耳机不会影响耳朵健康？,科学辟谣,2022/10/27
https://pqnoss.kepuchina.cn/2022/10/27/13/image/0d75fd.png,969,吃槟榔会得口腔癌？,科学辟谣,2022/10/27
https://pqnoss.kepuchina.cn/2022/10/27/13/image/dc8448.png,970,吃槟榔会上瘾？,科学辟谣,2022/10/27
https://pqnoss.kepuchina.cn/2022/10/17/14/image/11fdca.png,971,吃辣椒可以降血压吗？,科学辟谣,2022/10/17
https://pqnoss.kepuchina.cn/2022/10/17/13/image/cc3741.png,972,怀孕不能吃辣？,科学辟谣,2022/10/17
https://pqnoss.kepuchina.cn/2022/10/17/13/image/6ef7f8.png,973,吃辣可以减肥？,科学辟谣,2022/10/17
https://pqnoss.kepuchina.cn/2022/10/17/13/image/bdd653.png,974,吃辣椒伤胃吗？,科学辟谣,2022/10/17
https://pqnoss.kepuchina.cn/2022/10/17/12/image/f6cc59.png,975,吃辣就会长痘？,科学辟谣,2022/10/17
https://pqnoss.kepuchina.cn/2022/10/17/11/image/27ed98.png,976,吃甜椒可以补充维生素C？,科学辟谣,2022/10/17
https://pqnoss.kepuchina.cn/2022/10/17/11/image/aac298.png,977,吃海蜇可以补钙？,科学辟谣,2022/10/17
https://pqnoss.kepuchina.cn/2022/10/17/11/image/9e0eae.png,978,被海蜇蛰了严重会致死？,科学辟谣,2022/10/17
https://pqnoss.kepuchina.cn/2022/10/17/11/image/4dc04f.png,979,做核酸的”棉签“会影响健康？,科学辟谣,2022/10/17
https://pqnoss.kepuchina.cn/2022/10/17/10/image/586b7d.png,980,能清晰记住梦境的人记忆力好？,科学辟谣,2022/10/17
