图片链接,标题,序号,内容,时间,详情链接
https://p4.img.cctvpic.com/photoworkspace/2023/11/11/2023111110084677972.jpg,在主题教育中厚植“民重千钧”底蕴,990,主题教育成效好不好，群众看得最清楚、感受最直接、最有发言权。,2023/11/11 10:09,https://news.cctv.com/2023/11/11/ARTIYUbx37yiZrslAOitmlY7231111.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/11/2023111109315911798.jpg,哈尔滨：松花江开始结冰 冰面呈现多样纹理,991,2023年11月10日，哈尔滨，刚刚结冰的松花江江面，形成各种有趣的纹理。,2023/11/11 9:33,https://photo.cctv.com/2023/11/11/PHOA328lWZRHoV0xgHZptCNr231111.shtml
https://p2.img.cctvpic.com/photoworkspace/2023/11/11/2023111109260477701.jpg,中国第40次南极考察队穿越赤道进入南半球,992,北京时间11月9日22时，正在执行中国第40次南极考察任务的“雪龙2”号穿越赤道进入南半球。此前，“雪龙”号和“天惠”轮货船分别于8日、9日驶过赤道。至此，中国第40次南极考察队3艘船全部进入南半球。,2023/11/11 9:28,https://photo.cctv.com/2023/11/11/PHOAUgyLEcAVrxpuQuqsRSFa231111.shtml
https://p2.img.cctvpic.com/photoworkspace/2023/11/11/2023111109260698652.jpg,今年中欧班列东通道通行量突破5000列,993,今年截至11月11日，中欧班列东通道满洲里、绥芬河、同江铁路口岸今年累计通行5087列，运送货物54.3万标箱，同比分别增长4.1%、16.4%，较去年提前近10天完成该目标，班列数量持续保持高位运行。,2023/11/11 9:26,https://news.cctv.com/2023/11/11/ARTIYMYYZMaeL8OU5xUWMLy8231111.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/11/2023111109200325089.jpg,广东省卫生健康委党组书记、主任朱宏接受审查调查,995,广东省卫生健康委党组书记、主任朱宏涉嫌严重违纪违法，主动投案，目前正接受广东省纪委监委纪律审查和监察调查。,2023/11/11 8:32,https://news.cctv.com/2023/11/11/ARTIsMyv1PXIboGlyLE7YvWS231111.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/11/2023111109452210026.jpg,民政部：今年前三季度全国569万对新人登记结婚,996,11月10日，民政部网站发布了《2023年3季度民政统计数据》，据统计，今年前三季度，全国办理结婚登记为569.0万对，办理离婚登记197.3万对。,2023/11/11 7:39,https://news.cctv.com/2023/11/11/ARTIp0TQBGSEx7W2hpNWyC46231111.shtml
https://p2.img.cctvpic.com/photoworkspace/2023/11/11/2023111107081378268.jpg,中国证监会拟修改规定 强化首发企业信息披露监管,997,中国证监会10日发布消息称，证监会对《首发企业现场检查规定》(下称《检查规定》)进行了修订，向社会公开征求意见。,2023/11/11 7:08,https://news.cctv.com/2023/11/11/ARTIAa4ZgUqqh3EfEQXP5pdE231111.shtml
https://p5.img.cctvpic.com/photoworkspace/2023/11/11/2023111100264094275.jpg,市场监管总局发布“双十一”网络集中促销合规提示,999,为规范促销经营行为，维护“双十一”期间网络交易市场秩序，保护消费者合法权益，市场监管总局10日发布“双十一”网络集中促销合规提示。,2023/11/11 0:26,https://news.cctv.com/2023/11/11/ARTIG61ZkDvm0ErBweap1lrD231111.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/15/2023111510560687349.jpg,俄罗斯“天狼星-23”模拟密闭空间实验在莫斯科启动,1000,俄罗斯“天狼星-23”(SIRIUS-23)密闭空间模拟实验14日在位于莫斯科的俄罗斯科学院生物医学问题研究所基地启动。,2023/11/15 10:56,https://news.cctv.com/2023/11/15/ARTIw9EJoiOKSy5QcHs9Tpxa231115.shtml
https://p2.img.cctvpic.com/photoworkspace/2023/11/15/2023111510532812919.jpg,伯利兹宣布中断与以色列外交关系 呼吁立即停火,1001,据美国有线电视新闻网（CNN）报道，当地时间11月14日，伯利兹政府宣布中断与以色列的外交关系，原因是以色列拒绝在加沙地带停火。,2023/11/15 10:53,https://news.cctv.com/2023/11/15/ARTI5neKLLTbRogfSuBB21f7231115.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/15/2023111510520417093.jpg,法国参议院通过新移民法案 收紧多项福利措施,1002,当地时间14日，法国参议院通过了新移民法案，该文本随后将提交国民议会，预计将引起激烈辩论。,2023/11/15 10:52,https://news.cctv.com/2023/11/15/ARTIMSF0tUt8VCzLZL0OXRrT231115.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/15/2023111510502312103.jpg,美国众议院通过临时支出法案 以避免政府关门,1003,当地时间14日，美国众议院通过了一项临时支出法案，该法案可避免美国政府关门。,2023/11/15 10:50,https://news.cctv.com/2023/11/15/ARTI6KxxrONsJEZbzQELMBqC231115.shtml
https://p2.img.cctvpic.com/photoworkspace/2023/11/15/2023111510471841097.jpg,以色列进攻加沙最大医院 敦促哈马斯投降,1004,据路透社消息，以色列军方表示，他们在当地时间15日对加沙地带最大的医院希法医院进行了突袭。,2023/11/15 10:47,https://news.cctv.com/2023/11/15/ARTImxbDKbzZPk2RPginyXx8231115.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/15/2023111510172844896.jpg,加沙地带：流离失所的巴勒斯坦人,1005,加沙地带人口大约230万。联合国近东巴勒斯坦难民救济和工程处数据显示，加沙地带迄今已有近160万人流离失所。,2023/11/15 10:19,https://photo.cctv.com/2023/11/15/PHOAkhb7oBZkHjEirddXE2dZ231115.shtml
https://p5.img.cctvpic.com/photoworkspace/2023/11/15/2023111506512380222.jpg,多国领导人将至，美国旧金山进入“APEC时间”,1009,当地时间11月15日至17日，2023年亚太经合组织(APEC)领导人非正式会议将在美国旧金山召开。据亚太经合组织2023年会议官方网站介绍，旧金山代表了“复原力、创新和包容性的故事”，这也是2023年亚太经合组织的核心主题。,2023/11/15 6:51,https://news.cctv.com/2023/11/15/ARTIWtMjYpYHKbHAR5v0Sdaw231115.shtml
https://p4.img.cctvpic.com/photoworkspace/2023/11/15/2023111504073831313.jpg,卡梅伦回归 给支持率低的苏纳克政府带来多大改变？,1010,英国首相苏纳克（Rishi Sunak）将前首相卡梅伦（David Cameron）召回内阁，是一步好棋吗？,2023/11/15 4:08,https://news.cctv.com/2023/11/15/ARTIpTr9F6rzMG0IGcfAVn3w231115.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/15/2023111503371546370.jpg,内塔尼亚胡：首要目标是战胜哈马斯、解救被扣押人员,1011,当地时间14日，以色列总理内塔尼亚胡表示，以色列的首要目标是彻底战胜哈马斯并解救被扣押人员，然后以色列将处理北方边境的问题。,2023/11/15 3:37,https://news.cctv.com/2023/11/15/ARTIlcuyGZ8cUTnNVPRiLsO0231115.shtml
https://p5.img.cctvpic.com/photoworkspace/2023/11/15/2023111500211932999.jpg,德国防长：欧盟无法兑现向乌交付100万枚炮弹的承诺,1012,德国防长鲍里斯·皮斯托里乌斯14日表示，欧盟将无法兑现此前作出的在一年内向乌克兰提供100万枚炮弹的承诺。与此同时，欧盟正在设法确保对基辅的武器供应。,2023/11/15 0:21,https://news.cctv.com/2023/11/15/ARTIpwySIIKP4BuAIDAsRLUs231115.shtml
https://p5.img.cctvpic.com/photoworkspace/2023/11/15/2023111500200072518.jpg,美国10月CPI同比增3.2% 低于市场预期 美元指数大跌,1013,美国10月CPI涨幅低于预期，美元指数大跌。,2023/11/15 0:20,https://news.cctv.com/2023/11/15/ARTIBo7xjH4XAaeCH9kg4zbA231115.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/15/2023111500180268467.jpg,普京或于2024年3月参加俄总统大选？,1014,当地时间13日，俄罗斯总统新闻秘书佩斯科夫表示，俄罗斯总统普京尚未决定是否参加2024年俄罗斯总统选举。,2023/11/15 0:18,https://news.cctv.com/2023/11/15/ARTIE8dlID7INRU9Q7vL9DBJ231115.shtml
https://p2.img.cctvpic.com/photoworkspace/2023/11/14/2023111420241051847.jpg,国际社会期待习近平主席赴美国举行中美元首会晤同时出席亚太经合组织第三十次领导人非正式会议,1015,国际人士期待即将举行的中美元首旧金山会晤能够推动两国关系重回健康稳定发展轨道，相信习近平主席此访将推动亚太实现更大发展繁荣。,2023/11/14 20:26,https://news.cctv.com/2023/11/14/ARTIRQU4kyHrAibMnACiQPR0231114.shtml
https://p4.img.cctvpic.com/photoworkspace/2023/11/14/2023111417175528612.jpg,传承飞虎队精神 厚植中美民间友好根基,1020,中美关系的希望在人民，基础在民间，未来在青年。9月12日，习近平主席在复信美中航空遗产基金会主席格林和飞虎队老兵莫耶、麦克马伦时指出：“新时期中美关系的健康稳定发展，需要新时期飞虎队员的参与和支持，希望飞虎队精神能够在两国人民之间一代一代传承下去。”,2023/11/14 17:18,https://news.cctv.com/2023/11/14/ARTIhgHZPI5U905u2ILUmSZK231114.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/14/2023111415553886327.jpg,外交部：中方对加沙南部联合国工作人员居住大楼遭袭深感震惊 强烈谴责,1022,11月14日，外交部发言人毛宁主持例行记者会。有记者提问，据报道，13日，联合国近东巴勒斯坦难民救济和工程处主任专员称，以色列袭击了加沙南部一栋联合国工作人员居住的大楼。同日，纽约联合国总部降半旗，为本轮巴以冲突中遇难的101名工作人员志哀。中方对此有何评论？,2023/11/14 15:55,https://news.cctv.com/2023/11/14/ARTIAMhFs23FDcxp1698qPYP231114.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/14/2023111415405860344.jpg,南印度洋发生5.7级地震 震源深度10千米,1023,11月14日15时00分在南印度洋（南纬3.70度，东经87.00度）发生5.7级地震，震源深度10千米。,2023/11/14 15:28,https://news.cctv.com/2023/11/14/ARTIwGNMnrLGgKyI3tfQ0GOs231114.shtml
https://p2.img.cctvpic.com/photoworkspace/2023/11/14/2023111411544030710.jpg,中国新能源公交助力智利绿色交通,1025,智利圣地亚哥520路公交路线是为2023泛美运动会特别开设的，负责将前来观会的各国观众运往比赛场馆。这条路线的10辆双层新能源公交车由中国制造，向世界讲述着中国新能源公交车和圣地亚哥的绿色环保故事。,2023/11/14 14:28,https://photo.cctv.com/2023/11/14/PHOACymiRW6hSMy0VlxVC5AF231114.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/14/2023111411093786359.jpg,以军空袭加沙地带南部民宅 致9死多伤,1026,据巴勒斯坦通讯社当地时间11月14日消息，以色列军队当天凌晨空袭加沙地带南部城市汗尤尼斯的两座民宅，造成9人死亡，多人受伤。,2023/11/14 11:08,https://news.cctv.com/2023/11/14/ARTIE5Hd4K5keY2tk8kdWJk6231114.shtml
https://p5.img.cctvpic.com/photoworkspace/2023/11/14/2023111410561686175.jpg,布林肯被曝承认：美国务院内部对拜登政府处理本轮巴以冲突方式有分歧,1027,据美国有线电视新闻网（CNN）报道，美国国务卿布林肯在当地时间13日发给国务院工作人员的电子邮件中承认，美国务院内部对拜登政府处理以色列和巴勒斯坦伊斯兰抵抗运动（哈马斯）战争的方式存在分歧。,2023/11/14 10:58,https://news.cctv.com/2023/11/14/ARTI9RrC4jjDrfRoVJW2pTC1231114.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/14/2023111410440474691.jpg,日本内阁官员接连辞职 首相岸田文雄道歉,1028,11月13日，日本财务副大臣神田宪次因欠税问题辞职，这也是岸田新一届内阁成立两个月内，第三名内阁官员辞职。当天，日本首相岸田文雄对此表示道歉。,2023/11/14 10:46,https://news.cctv.com/2023/11/14/ARTIsHWGwkKrj5kye0XOYbcC231114.shtml
https://p4.img.cctvpic.com/photoworkspace/2023/11/14/2023111406355675081.jpg,疑遭恐怖袭击！俄罗斯一列车19节车厢脱轨！曾传出爆炸声→,1034,俄罗斯莫斯科铁路局当地时间11日表示，当天上午7点，一列货运列车在途经梁赞州时发生事故，共有19节车厢脱轨。,2023/11/14 6:36,https://news.cctv.com/2023/11/14/ARTIfaSvaH062CZSyQ0ZxM8B231114.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/14/2023111400145066689.jpg,印度排灯节燃放烟花热情不减，三座城市上榜全球十大污染城市,1035,据《参考消息》报道，11月12日，印度迎来年度最盛大节庆排灯节，圣城阿约提亚动员2.5万人，在河堤点亮超过220万盏油灯，比去年多出将近65万盏，刷新了去年创下的吉尼斯世界纪录。,2023/11/14 0:15,https://news.cctv.com/2023/11/14/ARTISPvXGF4e0nokAGhThZlp231114.shtml
https://p5.img.cctvpic.com/photoworkspace/2023/11/14/2023111400131679387.jpg,为防明年白宫易主，泽连斯基或将寻求与特朗普直接对话？,1036,据环球网援引“今日俄罗斯”（RT）、俄新社、塔斯社等俄媒报道，基辅一位内部消息人士当地时间12日告诉乌克兰媒体“Strana.ua”，考虑到美国2024年大选当前共和党领跑者特朗普重新入主白宫的可能，乌总统泽连斯基渴望与特朗普进行直接对话。,2023/11/14 0:13,https://news.cctv.com/2023/11/14/ARTIr37lzHYXluYth4qfWVP9231114.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/14/2023111400113647463.jpg,英国“戏剧性”人事变动：卡梅伦“复出”，内政大臣遭解职,1037,据环球网援引英国天空新闻台报道，英国内政大臣苏拉·布雷弗曼被解职。另据CCTV国际时讯消息，此前任英国外交大臣的詹姆斯·克莱弗利被任命为内政大臣，英国前首相戴维·卡梅伦则被任命为英国外交大臣。,2023/11/14 0:11,https://news.cctv.com/2023/11/14/ARTIt86KLuGK8CNpJHSPhoEj231114.shtml
https://p4.img.cctvpic.com/photoworkspace/2023/11/14/2023111400095841528.jpg,联合国教科文组织一类中心首次落户中国上海，意味着什么？,1038,当地时间11月9日，在法国巴黎举行的联合国教科文组织第42届大会，通过了在中国上海设立教科文组织国际STEM教育研究所（UNESCO IISTEM）的决议，标志着教科文组织一类中心首次落户中国。,2023/11/14 0:10,https://news.cctv.com/2023/11/14/ARTIM1sYNqE30kaTSBjSP21V231114.shtml
https://p4.img.cctvpic.com/photoworkspace/2023/11/13/2023111321581061770.jpg,普京签署决定 派遣俄副总理率团参加亚太经合组织领导人非正式会议,1039,俄罗斯总统普京13日签署决定，派遣由俄罗斯副总理奥维尔丘克为首的俄罗斯代表团于11月13日至11月19日出访美国，参加亚太经合组织领导人非正式会议。,2023/11/14 0:06,https://news.cctv.com/2023/11/14/ARTIaZKnD3rB1Ve6SJViwQgy231113.shtml
https://p4.img.cctvpic.com/photoworkspace/2023/11/13/2023111322023146232.jpg,欧盟通过新规 允许计划前往申根地区者在线申请签证,1040,欧盟理事会当地时间13日通过一项新规，允许计划前往申根地区者在线申请签证。,2023/11/14 0:06,https://news.cctv.com/2023/11/14/ARTII9VSL3Tcz0iWD5QwDXe4231113.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/13/2023111322040930468.jpg,意大利马戏团狮子出逃 “逛街”数小时被抓回,1041,当地时间11月11日，在意大利海滨城镇拉迪斯波利，一家马戏团里的一头成年雄狮逃出笼舍，在外面“逛”了几个小时后才被抓回。,2023/11/14 0:05,https://news.cctv.com/2023/11/14/ARTIim2UxD7F59OC10affGjJ231113.shtml
https://p4.img.cctvpic.com/photoworkspace/2023/11/13/2023111319393425437.jpg,新华时评：汇聚中美交流合作的正能量——推动中美关系回归正轨系列评论之五,1042,前不久，在美中关系全国委员会年度颁奖晚宴上，百岁高龄的美国前国务卿基辛格在获奖致辞中说，“我一生中的一半时间都在为美中关系工作”，美中之间的和平合作至关重要，符合两国和世界的利益。尽管中美关系在过去一段时间遭遇严重困难，但如基辛格般坚持不懈维护和促进中美关系健康发展的人并不少，支持中美交流合作的力量从未缺席。正如美中关系全国委员会会长欧伦斯所说，美中关系近来获得改善，两国民间纽带依然牢固。在美中关系面临挑战时，更应看到两国关系中“光明的一面”。,2023/11/13 19:54,https://news.cctv.com/2023/11/13/ARTISLV1pu0Lkprl97wWqIji231113.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/13/2023111319013125007.jpg,国际观察丨阿拉伯-伊斯兰国家共同发出停火止战声音,1043,为期一天的阿拉伯-伊斯兰国家领导人联合特别峰会11日在沙特阿拉伯首都利雅得落下帷幕。会议提出多项要求和呼吁，包括打破对加沙地带的围困，立即向该地运送包括燃料在内的人道救援物资，调查以色列在加沙地带的违法行为等。,2023/11/13 19:01,https://news.cctv.com/2023/11/13/ARTIwGQmFPd726fJVtD0O8bZ231113.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/13/2023111318003915749.jpg,中国物流为全球经济添动能（国际论道）,1046,随着“双11”购物节再度来临，中国高效的物流引发外媒关注。据美国石英财经网站报道，中国政府正推动中国变成物流强国。随着中国电商和技术巨头进军配送和快递领域，它们或将推动全球物流业发生巨变。,2023/11/13 18:37,https://news.cctv.com/2023/11/13/ARTIx6CH9TweleyTMPQ8Ni71231113.shtml
https://p4.img.cctvpic.com/photoworkspace/2023/11/13/2023111318282598148.jpg,英国前首相卡梅伦被任命为外交大臣,1047,11月13日，英国首相苏纳克正式任命前首相卡梅伦为外交大臣，接替詹姆斯·克莱弗利。2016年，英国“脱欧”公投结果揭晓后，支持“留欧”的卡梅伦宣布辞去首相职务，并辞去保守党议员一职。,2023/11/13 18:28,https://news.cctv.com/2023/11/13/ARTIFJJyrMNFo8ZgA4ORQ2y5231113.shtml
https://p5.img.cctvpic.com/photoworkspace/2023/11/13/2023111315504169199.jpg,第十八届迪拜航空展开幕 吸引超过1400家参展商,1051,当地时间11月13日10时，为期5天的第十八届迪拜航空展在阿联酋迪拜的阿勒马克图姆国际机场拉开帷幕。,2023/11/13 15:51,https://news.cctv.com/2023/11/13/ARTIhb3nZudwayOcWakBnfgc231113.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/13/2023111315284429598.jpg,近三周以来第三次 美方称再次打击叙利亚境内设施,1054,美国国防部长奥斯汀12日发表声明称，美军对叙利亚东部的两处设施实施“精确打击”，包括一处训练设施和一个安全屋。根据美国国防部的相关说法，这些设施由伊朗伊斯兰革命卫队及其附属组织使用。对于这一说法，叙利亚以及伊朗官方目前尚无回应。这是近三周以来，美军第三次对叙境内设施发起类似打击。,2023/11/13 15:31,https://news.cctv.com/2023/11/13/ARTIA53xVukIccGmZVhPd8XS231113.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/13/2023111314240922995.jpg,玻利维亚多起大火形成“火龙卷” 居民紧急疏散,1057,近日，玻利维亚圣克鲁斯地区东部发生十几起火灾，火势凶猛并产生大量浓烟，部分地区还出现了“火龙卷”现象。大火还侵袭了当地的一个国家公园，附近社区的居民被紧急疏散。,2023/11/13 14:25,https://news.cctv.com/2023/11/13/ARTIKQVtuctj9ai6JkWJAVqP231113.shtml
https://p4.img.cctvpic.com/photoworkspace/2023/11/13/2023111314202556831.jpg,德国计划2024年将对乌军事支持增加一倍,1058,德国国防部长皮斯托里乌斯当地时间12日宣布，德国在2024年将把对乌克兰的军事支持增加一倍，达到80亿欧元。,2023/11/13 14:20,https://news.cctv.com/2023/11/13/ARTIBRywOKnQodvDXCSCrIEj231113.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/13/2023111313212681375.jpg,意大利：埃特纳火山喷发,1063,埃特纳火山海拔3300多米，是欧洲最高、活动最频繁的火山。,2023/11/13 13:22,https://photo.cctv.com/2023/11/13/PHOACwmMaOjobVECiehtX2xj231113.shtml
https://p2.img.cctvpic.com/photoworkspace/2023/11/13/2023111313195221122.jpg,大熊猫“丁丁”幼崽体检报告更新,1064,当地时间11月12日，俄罗斯莫斯科动物园园长发布了大熊猫“丁丁”幼崽的最新体检情况。,2023/11/13 13:20,https://photo.cctv.com/2023/11/13/PHOAM12CnoK7GRXgJcdYVbpo231113.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/13/2023111313175725846.jpg,英国：纪念停战,1065,11月11日是英联邦国家停战纪念日，也称“阵亡将士纪念日”。,2023/11/13 13:19,https://photo.cctv.com/2023/11/13/PHOAOllpobWYWvBefUHV0TH2231113.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/13/2023111310183525042.jpg,法国北部近20万人面临洪水威胁,1069,11月11日，法国加来海峡省，受灾最严重的社区之一阿克斯多处地区被洪水淹没。,2023/11/13 10:20,https://photo.cctv.com/2023/11/13/PHOAxA91vaKfa0FthwTDGImL231113.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/13/2023111310140768692.jpg,“雪龙2”号航行途中成功救援一求救船只,1070,11月11日，考察队将求救船只转移至“雪龙2”号。,2023/11/13 10:16,https://photo.cctv.com/2023/11/13/PHOAfP0mLBszkh6h5YdJTZcJ231113.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/13/2023111309124693606.jpg,“星舟”或于一周内试飞,1072,美国太空探索技术公司10日说，“星舟”火箭及飞船集成系统可能在一周内试飞。如果一切顺利，这将是“星舟”自4月首次试飞失败以来第二次开展试飞。,2023/11/13 9:13,https://news.cctv.com/2023/11/13/ARTItDlv5KEZOwpC65gU7IDa231113.shtml
https://p4.img.cctvpic.com/photoworkspace/2023/11/13/2023111307100061601.jpg,NASA“火星采样返回”任务成本飙升，影响其他项目推进,1074,美国国家航空航天局（NASA）和欧洲航天局（ESA）共同设计的“火星采样返回”计划在4年前敲定，计划从火星上采集约600克样本送回地球。,2023/11/13 7:10,https://news.cctv.com/2023/11/13/ARTILclwI0wtVwm0j4y2nlKZ231113.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/13/2023111307081248425.jpg,全球六代战机发展状况：英意日给出时间表是在2035年之前建造出,1075,美国制造商将首飞的B-21称为第一架六代机。六代机是什么样的标准，目前各国在六代机的研制与发展方面进展如何？,2023/11/13 7:08,https://news.cctv.com/2023/11/13/ARTIv5elKCA2oDLfoKTQtWsJ231113.shtml
https://p5.img.cctvpic.com/photoworkspace/2023/11/13/2023111306593971988.jpg,能够进行“穿透式打击”？美B-21轰炸机首飞，大量技术细节曝光,1076,当地时间11月10日，美国空军的下一代轰炸机B-21完成首飞。公开的视频和图像显示了该机大量细节。,2023/11/13 7:00,https://news.cctv.com/2023/11/13/ARTICrsyUZs3TxnilFrbnaeF231113.shtml
https://p4.img.cctvpic.com/photoworkspace/2023/11/13/2023111306582051915.jpg,博雷利称“乌克兰战胜俄罗斯的前景不是立竿见影”，扎哈罗娃回应,1077,“乌克兰战胜俄罗斯的前景不是立竿见影的。”据乌克兰《基辅独立报》12日报道，欧盟外交与安全政策高级代表博雷利当地时间11日在欧洲社会党代表大会上表示，不要期待乌克兰在短时间内获胜。,2023/11/13 6:58,https://news.cctv.com/2023/11/13/ARTIRDuwZ6M0FWWTdNs6RtZL231113.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/13/2023111306571290523.jpg,商业大亨背巨债出逃！印媒：印度老赖欠款每天以超十亿卢比速度增加,1078,在印度，有这样一群“恶意拖欠者”，他们虽然有经济偿还能力，但却故意不偿还所欠贷款。据新加坡《海峡时报》12日报道，印度来自恶意拖欠者的未偿银行贷款已创新高，这引起印度人对国内政治干预和监督腐败有效性的质疑。,2023/11/13 6:57,https://news.cctv.com/2023/11/13/ARTICNi1Z1FTB9Epu5YrlnYI231113.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/13/2023111300283013901.jpg,国际锐评丨事在人为 中美元首旧金山会晤值得期待,1080,中美近期一系列交往对话，发出了稳定双边关系的积极信号，也为中美元首下周的旧金山会晤打下基础。,2023/11/13 0:29,https://news.cctv.com/2023/11/13/ARTIzMdYgC7Y3lbSttQRoL5a231113.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/12/2023111222005447416.jpg,“星舰”或于一周内开展第二次试飞,1081,当地时间10日，美国太空探索技术公司说，“星舰”火箭及飞船集成系统可能在一周内试飞。如果一切顺利，这将是“星舰”自4月首次试飞失败以来第二次开展试飞。,2023/11/13 0:10,https://news.cctv.com/2023/11/13/ARTIAjo7HIJIXL21BtOoaxQp231112.shtml
https://p4.img.cctvpic.com/photoworkspace/2023/11/12/2023111223005037425.jpg,巴勒斯坦方面称加沙地带网络和通信服务将于16日完全停止,1082,当地时间11月12日，巴勒斯坦电视台援引巴勒斯坦通信和信息技术部部长的话报道称，由于燃料即将耗尽，加沙地带的网络和通信服务将在16日完全停止。,2023/11/13 0:03,https://news.cctv.com/2023/11/13/ARTItGG44ZhjIjICnfXta3a9231112.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/12/2023111220531580473.jpg,俄气总裁：欧盟国家仍在购买俄罗斯天然气,1083,俄罗斯天然气工业股份公司（俄气）总裁米勒近日在接受俄罗斯-1频道采访时表示，一些曾坚称将停止购买俄罗斯天然气的欧盟国家，仍在从俄罗斯购买天然气。作为回应，俄罗斯颁发天然气卢布结算法令，要求非友好国家用卢布支付天然气费用。,2023/11/12 20:53,https://news.cctv.com/2023/11/12/ARTIkOp2cVHIlKZpQpnNijET231112.shtml
https://p2.img.cctvpic.com/photoworkspace/2023/11/12/2023111220513094221.jpg,“雪龙2”号航行途中成功救援一求救船只,1084,考察队副领队魏福海表示，按照国际海事法规采取相关措施，考察队发扬人道主义精神，成功将求救船只和人员移交当地接应船只。,2023/11/12 20:52,https://news.cctv.com/2023/11/12/ARTI87RbNaX3VLL3TjCQhjNi231112.shtml
https://p2.img.cctvpic.com/photoworkspace/2023/11/12/2023111220291295052.png,助力推动构建开放型世界经济 让合作共赢惠及世界——国际人士积极评价第六届中国国际进口博览会,1085,国际人士积极评价第六届中国国际进口博览会，表示进博会已成为全球共享的国际公共产品，不断为世界提供新机遇，为推动构建开放型世界经济作出积极贡献。,2023/11/12 20:36,https://news.cctv.com/2023/11/12/ARTIEALId7dOJeahAoWXfLai231112.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/12/2023111219454120373.jpg,新华时评：地球容得下中美各自发展、共同繁荣——推动中美关系回归正轨系列评论之四,1086,应美国总统拜登邀请，国家主席习近平将于11月14日至17日赴美国旧金山举行中美元首会晤，同时应邀出席亚太经合组织第三十次领导人非正式会议。两国元首将就事关中美关系的战略性、全局性、方向性问题，以及事关世界和平与发展的重大问题深入沟通。元首外交是中美关系的“指南针”和“定盘星”，中美各界和国际社会也因此对这次旧金山会晤倍加期待，期待中美关系在元首外交战略引领下尽快回到健康稳定发展的正轨。,2023/11/12 19:52,https://news.cctv.com/2023/11/12/ARTIe4hnQ65127B6DJfu9EC1231112.shtml
https://p5.img.cctvpic.com/photoworkspace/2023/11/12/2023111218342643907.jpg,世界互联网大会首批全球青年领军者赴浙开展调研,1088,11月10日至11日，世界互联网大会首批全球青年领军者赴浙调研团走进乌镇、安吉、杭州等地，在感受古镇特色文化、乡村数字建设、城市高速发展中，找寻互联网嵌入生活的实践密码。,2023/11/12 18:42,https://news.cctv.com/2023/11/12/ARTIPwFiZryZE52HDZwlnKMT231112.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/12/2023111218215517180.jpg,媒体报道：进博会提升中国市场吸引力,1091,据塔斯社11月10日报道，据俄罗斯出口中心发布的新闻稿，在第六届中国国际进口博览会（进博会）上，俄罗斯企业就提供101亿卢布（1卢布约合0.079元人民币——本网注）的产品与中国伙伴达成初步协议。俄出口中心是进博会俄罗斯国家展区的组织方。,2023/11/12 18:41,https://news.cctv.com/2023/11/12/ARTI1xttmiB5eBLWgektcXXK231112.shtml
https://p2.img.cctvpic.com/photoworkspace/2023/11/12/2023111217243166401.png,日本防卫省：将提前部署改良型12式岸舰导弹,1093,日本国产改良型12式岸舰导弹原计划于2026年部署，日本防卫省日前表示，将把部署时间提前。12式岸舰导弹是日本自行研发的车载反舰导弹，射程200公里左右，日本计划于2026年推出基于12式反舰导弹的改进型导弹，射程预计将可达1000公里。,2023/11/12 17:24,https://news.cctv.com/2023/11/12/ARTIpWbdkzxhAvY2pduIZKZw231112.shtml
